Nº da Medida,Ementa,Situação
"Medida Provisória nº 1.046 de 27.4.2021
Publicada no DOU de 28.4.2021
Exposição de motivos
Prorrogação de prazo",Dispõe sobre as medidas trabalhistas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (covid-19).,Em Tramitação
"Medida Provisória nº 1.045 de 27.4.2021
Publicada no DOU de 28.4.2021
Exposição de motivos
Prorrogação de prazo",Institui o Novo Programa Emergencial de Manutenção do Emprego e da Renda e dispõe sobre medidas complementares para o enfrentamento das consequências da emergência de saúde pública de importância internacional decorrente do coronavírus (covid-19) no âmbito das relações de trabalho.,Em Tramitação
"Medida Provisória nº 1.044 de 27.4.2021
Publicada no DOU de 28.4.2021
Exposição de motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor do Ministério da Economia, no valor de R$ 9.977.701.233,00, para o fim que especifica.",Em Tramitação
"Medida Provisória nº 1.043 de 16.4.2021
Publicada no DOU de 16.4.2021 - Edição extra
Exposição de motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor do Ministério da Saúde, no valor de R$ 2.693.315.000,00, para os fins que especifica.",Em Tramitação
"Medida Provisória nº 1.042 de 14.4.2021
Publicada no DOU de 15.4.2021
Exposição de motivos
Prorrogação de prazo","Simplifica a gestão de cargos em comissão e de funções de confiança, autoriza o Poder Executivo federal a transformar, sem aumento de despesa, cargos em comissão, funções de confiança e gratificações, prevê os Cargos Comissionados Executivos - CCE e as Funções Comissionadas Executivas - FCE e altera a Lei nº 13.844, de 18 de junho de 2019, para dispor sobre secretarias.",Em Tramitação
"Medida Provisória nº 1.041 de 30.3.2021
Publicada no DOU de 31.3.2021
Exposição de motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor do Ministério da Saúde, no valor de R$ 5.324.320.142,00, para os fins que especifica.","Vigência encerrada
Ato nº 56, de 2021"
"Medida Provisória nº 1.040 de 29.3.2021
Publicada no DOU de 30.3.2021
Exposição de motivos
Prorrogação de prazo","Dispõe sobre a facilitação para abertura de empresas, a proteção de acionistas minoritários, a facilitação do comércio exterior, o Sistema Integrado de Recuperação de Ativos, as cobranças realizadas pelos conselhos profissionais, a profissão de tradutor e intérprete público, a obtenção de eletricidade e a prescrição intercorrente na Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil.","Convertida
Convertida na Lei nº 14.195, de 2021"
"Medida Provisória nº 1.039 de 18.3.2021
Publicada no DOU de 18.3.2021 - Edição extra
Exposição de motivos
Prorrogação de prazo",Institui o Auxílio Emergencial 2021 para o enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (covid-19).,"Vigência encerrada
Ato nº 53, de 2021"
"Medida Provisória nº 1.038 de 18.3.2021
Publicada no DOU de 18.3.2021 - Edição extra
Exposição de motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor do Ministério da Cidadania e da Advocacia-Geral da União, no valor de R$ 394.560.026,00, para os fins que especifica.","Vigência encerrada
Ato nº 52, de 2021"
"Medida Provisória nº 1.037 de 18.3.2021
Publicada no DOU de 18.3.2021 - Edição extra
Exposição de motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor do Ministério da Cidadania, no valor de R$ 42.575.600.000,00, para o fim que especifica, e dá outras providências.","Vigência encerrada
Ato nº 51, de 2021"
"Medida Provisória nº 1.036 de 17.3.2021
Publicada no DOU de 18.3.2021
Exposição de motivos
Prorrogação de prazo","Altera a Lei nº 14.046, de 24 de agosto de 2020, para dispor sobre medidas emergenciais para atenuar os efeitos da crise decorrente da pandemia da covid-19 nos setores de turismo e de cultura.","Convertida
Convertida na Lei nº 14.186, de 2021"
"Medida Provisória nº 1.035 de 5.3.2021
Publicada no DOU de 5.3.2021 - Edição extra
Exposição de motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor do Ministério da Infraestrutura, no valor de R$ 275.000.000,00, para os fins que especifica.","Vigência encerrada
Ato nº 50, de 2021"
"Medida Provisória nº 1.034 de 1º.3.2021
Publicada no DOU de 1º.3.2021 - Edição extra
Exposição de motivos
Prorrogação de prazo","Altera a Lei nº 7.689, de 15 de dezembro de 1988, para majorar a alíquota da Contribuição Social sobre o Lucro Líquido devida pelas pessoas jurídicas do setor financeiro, a Lei nº 8.989, de 24 de fevereiro de 1995, para modificar a concessão da isenção relativa ao Imposto sobre Produtos Industrializados incidente na aquisição de automóveis por pessoa com deficiência, revoga a tributação especial relativa à nafta e a outros produtos destinados a centrais petroquímicas, e institui crédito presumido da Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público e da Contribuição Social para o Financiamento da Seguridade Social para produtos destinados ao uso em hospitais, clínicas, consultórios médicos e campanhas de vacinação.","Convertida
Convertida na Lei nº 14.183, de 2021"
"Medida Provisória nº 1.033 de 24.2.2021
Publicada no DOU de 25.2.2021
Exposição de motivos
Prorrogação de prazo","Altera a Lei nº 11.508, de 20 de julho de 2007, que dispõe sobre o regime tributário, cambial e administrativo das Zonas de Processamento de Exportação, para conceder tratamento à produção de oxigênio medicinal empregado em medidas de prevenção, controle e contenção de riscos, danos e agravos à saúde pública relacionados com a covid-19.","Convertida
Convertida na Lei nº 14.184, de 2021"
"Medida Provisória nº 1.032 de 24.2.2021
Publicada no DOU de 25.2.2021
Exposição de motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor do Ministério da Saúde, no valor de R$ 2.861.205.000,00, para os fins que especifica.","Vigência encerrada
Ato nº 44, de 2021"
"Medida Provisória nº 1.031 de 23.2.2021
Publicada no DOU de 23.2.2021 - Edição extra
Exposição de motivos
Prorrogação de prazo","Dispõe sobre a desestatização da empresa Centrais Elétricas Brasileiras S.A. - Eletrobras e altera a Lei nº 5.899, de 5 de julho de 1973, a Lei nº 9.991, de 24 de julho de 2000, e a Lei nº 10.438, de 26 de abril de 2002.","Convertida
Convertida na Lei nº 14.182, de 2021"
"Medida Provisória nº 1.030 de 22.2.2021
Publicada no DOU de 22.2.2021 - Edição extra
Exposição de motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor do Ministério do Desenvolvimento Regional, no valor de R$ 450.000.000,00, para o fim que especifica.","Convertida
Convertida na Lei nº 14.175, de 2021"
"Medida Provisória nº 1.029, de 10.2.2021
Publicada no DOU de 11.2.2021
Exposição de motivos
Prorrogação de prazo","Altera a Lei nº 13.475, de 28 de agosto de 2017, que dispõe sobre o exercício da profissão de tripulante de aeronave, denominado aeronauta.","Convertida
Convertida na Lei nº 14.163, de 2021"
"Medida Provisória nº 1.028, de 9.2.2021
Publicada no DOU de 10.2.2021
Exposição de motivos
Prorrogação de prazo",Estabelece normas para facilitação de acesso a crédito e mitigação dos impactos econômicos decorrentes da pandemia da covid-19.,"Convertida
Convertida na Lei nº 14.179, de 2021"
"Medida Provisória nº 1.027, de 1º.2.2021
Publicada no DOU de 1º.2.2021 - Edição extra
Exposição de motivos
Prorrogação de prazo",Dispõe sobre o estabelecimento de barreiras sanitárias protetivas de áreas indígenas.,"Convertida
Convertida na Lei nº 14.160, de 2021"
"Medida Provisória nº 1.026, de 6.1.2021
Publicada no DOU de 6.1.2021 - Edição extra
Exposição de motivos","Dispõe sobre as medidas excepcionais relativas à aquisição de vacinas, insumos, bens e serviços de logística, tecnologia da informação e comunicação, comunicação social e publicitária e treinamentos destinados à vacinação contra a covid-19 e sobre o Plano Nacional de Operacionalização da Vacinação contra a Covid-19.","Convertida
Convertida na Lei nº 14.124, de 2021"
"Medida Provisória nº 1.025, de 31.12.2020
Publicada no DOU de 31.12.2020 - Edição extra
Exposição de motivos
Prorrogação de prazo","Altera a Lei nº 13.146, de 6 de julho de 2015, que institui a Lei Brasileira de Inclusão da Pessoa com Deficiência - Estatuto da Pessoa com Deficiência.","Convertida
Convertida na Lei nº 14.159, de 2021"
"Medida Provisória nº 1.024, de 31.12.2020
Publicada no DOU de 31.12.2020 - Edição extra
Exposição de motivos
Prorrogação de prazo","Altera a Lei nº 14.034, de 5 de agosto de 2020, para prorrogar o prazo de vigência de medidas emergenciais para a aviação civil brasileira em razão da pandemia da covid-19.","Convertida
Convertida na Lei nº 14.174, de 2021"
"Medida Provisória nº 1.023, de 31.12.2020
Publicada no DOU de 31.12.2020 - Edição extra
Exposição de motivos
Prorrogação de prazo","Altera a Lei nº 8.742, de 7 de dezembro de 1993, para dispor sobre o benefício de prestação continuada.","Convertida
Convertida na Lei nº 14.176, de 2021"
"Medida Provisória nº 1.022, de 31.12.2020
Publicada no DOU de 31.12.2020 - Edição extra
Exposição de motivos
Prorrogação de prazo",Autoriza a prorrogação de contratos por tempo determinado no âmbito do Ministério da Saúde.,"Vigência encerrada
Ato nº 39, de 2021"
"Medida Provisória nº 1.021, de 30.12.2020
Publicada no DOU de 31.12.2020
Exposição de motivos
Prorrogação de prazo",Dispõe sobre o valor do salário mínimo a vigorar a partir de 1º de janeiro de 2021.,"Convertida
Convertida na Lei nº 14.158, de 2021"
"Medida Provisória nº 1.020, de 29.12.2020
Publicada no DOU de 29.12.2020 - Edição extra
Exposição de motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor de Encargos Financeiros da União, no valor de R$ 10.193.233.748,00, para o fim que especifica, e dá outras providências.","Vigência encerrada
Ato nº 38, de 2021"
"Medida Provisória nº 1.019, de 29.12.2020
Publicada no DOU de 29.12.2020 - Edição extra
Exposição de motivos
Prorrogação de prazo","Altera a Lei nº 14.017, de 29 de junho de 2020, para dispor sobre a execução e os prazos para realização das ações emergenciais destinadas ao setor cultural.","Vigência encerrada
Ato nº 37, de 2021"
"Medida Provisória nº 1.018, de 18.12.2020
Publicada no DOU de 21.12.2020
Exposição de motivos
Prorrogação de prazo","Altera a Lei nº 5.070, de 7 de julho de 1966, para dispor sobre o valor da Taxa de Fiscalização de Instalação, a Lei nº 11.652, de 7 de abril de 2008, para dispor sobre o valor da Contribuição para o Fomento da Radiodifusão Pública, e a Medida Provisória nº 2.228-1, de 6 de setembro de 2001, para dispor sobre o valor da Contribuição para o Desenvolvimento da Indústria Cinematográfica Nacional.","Convertida
Convertida na Lei nº 14.173, de 2021"
"Medida Provisória nº 1.017, de 17.12.2020
Publicada no DOU de 18.12.2020
Exposição de motivos
Prorrogação de prazo","Define as diretrizes para a quitação e para a renegociação das dívidas relativas às debêntures emitidas por empresas e subscritas pelos fundos de investimentos regionais e para o desinvestimento, a liquidação e a extinção dos fundos.","Convertida
Convertida na Lei nº 14.165, de 2021"
"Medida Provisória nº 1.016, de 17.12.2020
Publicada no DOU de 18.12.2020
Exposição de motivos
Prorrogação de prazo","Dispõe sobre a renegociação extraordinária no âmbito do Fundo Constitucional de Financiamento do Norte, do Fundo Constitucional de Financiamento do Nordeste e do Fundo Constitucional de Financiamento do Centro-Oeste.","Convertida
Convertida na Lei nº 14.166, de 2021"
"Medida Provisória nº 1.015, de 17.12.2020
Publicada no DOU de 17.12.2020 - Edição extra
Exposição de motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor do Ministério da Saúde, no valor de R$ 20.000.000.000,00, para o fim que especifica.","Vigência encerrada
Ato nº 34, de 2021"
"Medida Provisória nº 1.014, de 4.12.2020
Publicada no DOU de  4.12.2020 - Edição extra
Exposição de motivos
Prorrogação de prazo",Dispõe sobre a organização básica da Polícia Civil do Distrito Federal.,"Convertida
Convertida na Lei nº 14.162, de 2021"
"Medida Provisória nº 1.013, de 3.12.2020
Publicada no DOU de  4.12.2020
Exposição de motivos
Prorrogação de prazo","Altera a Lei nº 10.480, de 2 de julho de 2002, para prorrogar o prazo de recebimento de gratificações por servidores ou por empregados requisitados pela Advocacia-Geral da União.",Em Tramitação
"Medida Provisória nº 1.012, de 1º.12.2020
Publicada no DOU de  1º.12.2020 - Edição extra
Exposição de motivos
Prorrogação de prazo","Altera a Lei nº 12.343, de 2 de dezembro de 2010, que institui o Plano Nacional de Cultura - PNC e cria o Sistema Nacional de Informações e Indicadores Culturais - SNIIC, para ampliar o prazo de vigência do PNC.","Convertida
Convertida na Lei nº 14.156, de 2021"
"Medida Provisória nº 1.011, de 25.11.2020
Publicada no DOU de  25.11.2020 - Edição extra
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor do Ministério de Minas e Energia, no valor de R$ 80.000.000,00, para o fim que especifica.",Em Tramitação
"Medida Provisória nº 1.010, de 25.11.2020
Publicada no DOU de  25.11.2020 - Edição extra
Exposição de Motivos
Prorrogação de prazo","Isenta os consumidores dos Municípios do Estado do Amapá abrangidos pelo estado de calamidade pública do pagamento da fatura de energia elétrica referente aos últimos trinta dias e altera a Lei nº 10.438, de 26 de abril de 2002.","Convertida
Convertida na Lei nº 14.146, de 2021"
"Medida Provisória nº 1.009, de 13.11.2020
Publicada no DOU de  16.11.2020
Exposição de Motivos
Prorrogação de prazo","Autoriza a prorrogação de contratos por tempo determinado no âmbito do Ministério da Educação, do Fundo Nacional de Desenvolvimento da Educação - FNDE, do Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira - INEP, da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - Capes e da Agência Nacional de Saúde Suplementar - ANS.","Convertida
Convertida na Lei nº 14.145, de 2021"
